Id,SalePrice
2894,51033
2895,265340
2896,249964
2897,209798
2898,194464
2899,237062
2900,147993
2901,194474
2902,189418
2903,277420
2904,286458
2905,39549
2906,203354
2907,119733
2908,114157
2909,193975
2910,70063
2911,99947
2912,139799
2913,100462
2914,87028
2915,88607
2916,100548
2917,154076
2918,114452
2919,226745
